,Stall_no,Market_Category,Loyalty_customer,Product_Category,Grade,Demand,Discount_avail,charges_1,charges_2 (%),Minimum_price,Maximum_price,Selling_Price,ide,year,weekofyear,month,dayofweek,hour,Stall_no_Market_Category,Stall_no_Loyalty_customer,Stall_no_Product_Category,Stall_no_Grade,Stall_no_Discount_avail,Stall_no_year,Stall_no_month,Market_Category_Stall_no,Market_Category_Loyalty_customer,Market_Category_Product_Category,Market_Category_Grade,Market_Category_Discount_avail,Market_Category_year,Market_Category_month,Loyalty_customer_Stall_no,Loyalty_customer_Market_Category,Loyalty_customer_Product_Category,Loyalty_customer_Grade,Loyalty_customer_Discount_avail,Loyalty_customer_year,Loyalty_customer_month,Product_Category_Stall_no,Product_Category_Market_Category,Product_Category_Loyalty_customer,Product_Category_Grade,Product_Category_Discount_avail,Product_Category_year,Product_Category_month,Grade_Stall_no,Grade_Market_Category,Grade_Loyalty_customer,Grade_Product_Category,Grade_Discount_avail,Grade_year,Grade_month,Discount_avail_Stall_no,Discount_avail_Market_Category,Discount_avail_Loyalty_customer,Discount_avail_Product_Category,Discount_avail_Grade,Discount_avail_year,Discount_avail_month,year_Stall_no,year_Market_Category,year_Loyalty_customer,year_Product_Category,year_Grade,year_Discount_avail,year_month,month_Stall_no,month_Market_Category,month_Loyalty_customer,month_Product_Category,month_Grade,month_Discount_avail,month_year
75,3,149,1,3,0,32,0,369.0,14.0,1247.0,4107.64093892757,2632.572075,86,1,25,10,2,8,290,7,33,12,7,9,41,2295,300,955,235,288,299,652,54,361,13,4,3,4,20,153,550,7,12,9,10,43,3,117,1,3,0,1,10,3,146,1,3,0,1,10,47,174,3,13,4,3,15,481,1039,20,103,40,27,18
76,12,121,1,1,1,76,0,247.0,14.0,8227.0,10814.0,9683.0217,221,2,4,5,0,13,1011,25,121,49,29,36,130,1494,201,626,160,189,193,406,63,336,11,5,3,5,15,62,219,3,5,3,5,16,63,222,3,11,3,5,16,12,118,1,1,1,2,5,107,382,5,21,9,6,18,261,520,11,51,21,14,12
77,44,40,1,7,0,51,0,155.0,7.0,3339.0,4327.0,3965.139648,338,1,20,9,5,11,3609,89,447,176,112,129,471,780,86,311,61,77,87,207,95,265,17,4,3,4,19,398,1137,15,28,21,22,86,44,34,1,7,0,1,9,44,40,1,7,0,1,9,88,105,3,17,4,3,14,471,851,18,97,36,24,17
78,25,200,0,7,0,73,0,158.0,2.0,4795.0,6572.0,5784.2136,282,1,25,10,1,6,2114,50,257,100,64,72,272,2907,342,1144,269,332,351,798,25,164,7,0,0,1,9,379,1223,14,28,21,22,87,25,150,0,7,0,1,10,25,197,0,7,0,1,10,69,222,2,17,4,3,15,503,1069,19,107,40,27,18
79,37,12,1,4,1,86,0,210.0,14.0,1129.0,3142.0,2314.671744,86,1,25,10,2,9,3032,75,374,149,96,108,397,255,21,98,15,18,23,66,88,239,14,5,3,4,20,238,629,9,17,12,13,54,88,202,3,14,3,4,21,37,12,1,4,1,1,10,81,80,3,14,5,3,15,515,980,20,104,41,27,18
80,27,239,1,8,2,68,0,266.0,7.0,3271.0,5304.0,4510.935,205,1,33,2,5,7,2296,55,278,110,69,78,285,3590,415,1374,318,402,424,982,78,444,18,6,3,4,12,431,1394,17,34,23,25,90,128,333,5,28,6,7,24,27,236,1,8,2,1,2,71,259,3,18,6,3,7,75,160,3,18,6,3,3
81,8,120,1,0,1,70,0,295.0,16.0,2710.0,5516.0,4370.4342,201,1,25,10,1,9,679,17,80,33,19,24,94,1571,212,667,171,200,202,431,59,335,10,5,3,4,20,8,61,1,1,0,1,10,59,221,3,10,3,4,21,8,117,1,0,1,1,10,52,156,3,10,5,3,15,486,1025,20,100,41,27,18
82,45,5,1,0,1,17,0,328.0,10.254457730228655,3790.0,6945.0,5699.759967,44,1,20,9,4,11,3676,91,450,181,115,132,482,121,7,29,5,6,8,25,96,232,10,5,3,4,19,45,5,1,1,0,1,9,96,201,3,10,3,4,20,45,5,1,0,1,1,9,89,73,3,10,5,3,14,472,824,18,90,37,24,17
83,39,0,0,1,0,45,1,230.0,17.0,1546.0,3162.0,385.71552,205,1,29,1,5,15,3183,78,391,156,101,114,410,31,0,1,0,1,1,0,39,0,1,0,1,1,1,89,157,2,4,4,4,12,39,0,0,1,1,1,1,90,272,2,11,4,4,12,83,68,2,11,4,4,6,37,0,0,1,0,1,1
84,3,59,1,0,0,52,0,263.0,13.0,3514.0,5021.0,4507.0192799999995,205,1,34,2,5,20,266,7,30,12,7,9,33,931,106,378,78,96,109,252,54,281,10,4,3,4,12,3,36,1,0,0,1,2,3,51,1,0,0,1,2,3,59,1,0,0,1,2,47,120,3,10,4,3,7,51,77,3,10,4,3,3
85,10,127,0,7,0,75,0,104.0,9.0,8262.0,11122.640938927569,9766.1322,262,1,34,2,4,17,839,20,107,40,24,30,106,1640,221,700,178,209,210,442,10,100,7,0,0,1,2,364,1176,14,28,21,22,79,10,101,0,7,0,1,2,10,124,0,7,0,1,2,54,159,2,17,4,3,7,58,95,2,17,4,3,3
86,44,11,1,8,0,77,0,258.0,4.0,710.0,999.0,1101.7116,44,1,20,9,3,10,3600,89,448,176,112,129,471,236,19,92,13,17,21,59,95,238,18,4,3,4,19,448,1274,17,32,23,25,97,44,9,1,8,0,1,9,44,11,1,8,0,1,9,88,79,3,18,4,3,14,471,830,18,98,36,24,17
87,36,257,1,8,1,87,0,259.0,1.0,4480.0,9795.0,7290.690176000001,385,2,4,5,1,15,3018,73,368,145,93,106,381,3834,446,1471,341,430,454,1047,87,461,18,5,3,5,15,440,1401,17,33,23,26,93,87,248,3,18,3,5,16,36,254,1,8,1,2,5,131,473,5,28,9,6,18,285,603,11,58,21,14,12
88,34,191,1,8,0,93,0,202.0,1.0,5708.0,7571.0,6743.632895999999,205,1,33,2,6,22,2836,69,348,136,87,99,358,2632,325,1060,255,313,330,720,85,399,18,4,3,4,12,438,1362,17,32,23,25,90,34,142,1,8,0,1,2,34,188,1,8,0,1,2,78,213,3,18,4,3,7,82,132,3,18,4,3,3
89,37,257,1,1,0,89,1,271.0,12.0,2284.0,14031.0,1247.5167935999998,221,2,4,5,0,13,3092,75,371,148,97,109,392,3835,446,1464,340,431,454,1047,88,461,11,4,4,5,15,87,296,3,4,4,5,16,37,188,1,1,1,2,5,88,422,3,11,4,5,16,132,473,5,21,8,7,18,286,603,11,51,20,15,12
90,7,40,0,2,0,7,1,173.0,7.0,3295.0,4992.0,647.845209,339,1,9,7,1,14,589,14,72,28,18,21,81,743,85,306,61,78,87,205,7,38,2,0,1,1,7,107,334,4,8,7,7,29,7,34,0,2,1,1,7,58,298,2,12,4,4,18,51,105,2,12,4,4,12,338,665,14,72,28,20,14
91,29,195,1,0,0,75,1,267.0,10.0,5231.0,8004.0,1023.3313199999999,152,1,20,9,0,16,2436,59,290,116,74,84,313,2776,333,1092,261,323,341,762,80,403,10,4,4,4,19,29,107,1,0,1,1,9,29,145,1,0,1,1,9,80,386,3,10,4,4,20,73,217,3,10,4,4,14,456,913,18,90,36,25,17
92,20,231,0,1,0,12,0,212.0,12.0,3645.0,4612.0,4345.015455,345,1,20,9,6,13,1701,40,201,80,50,57,218,3402,400,1314,307,388,413,948,20,191,1,0,0,1,8,70,282,2,4,3,4,20,20,170,0,1,0,1,9,20,228,0,1,0,1,9,64,251,2,11,4,3,14,447,937,17,91,36,24,17
93,0,268,1,0,2,48,1,273.0,6.0,4535.0,7531.0,940.3857648000001,221,2,2,5,2,3,86,1,0,2,1,1,5,3916,464,1513,354,448,470,1076,51,470,10,6,4,5,15,0,153,1,2,1,2,5,101,342,5,20,7,8,27,51,428,3,10,6,5,16,95,479,5,20,10,7,18,249,609,11,50,22,15,12
94,9,143,0,8,0,79,0,254.0,5.0,4489.0,5929.0,5410.944,3,2,45,4,0,1,763,18,98,36,21,28,99,1789,238,754,190,226,230,488,9,113,8,0,0,2,4,413,1334,16,32,23,26,92,9,113,0,8,0,2,4,9,140,0,8,0,2,4,104,400,4,28,8,6,17,208,390,8,48,16,11,10
95,27,164,1,8,3,43,0,257.0,9.0,4505.0,14923.0,9915.869664,177,1,9,7,5,8,2267,55,278,111,69,78,290,2118,276,873,215,263,273,595,78,374,18,7,3,4,17,431,1346,17,35,23,25,95,178,352,7,38,9,10,40,27,161,1,8,3,1,7,71,188,3,18,7,3,12,358,709,15,78,31,19,14
96,11,32,0,3,0,74,0,363.0,12.0,2085.0,6513.0,4620.4884,63,2,4,5,1,15,901,22,113,44,26,33,119,559,58,221,40,51,63,153,11,32,3,0,0,2,5,161,492,6,12,9,11,38,11,27,0,3,0,2,5,11,32,0,3,0,2,5,106,323,4,23,8,6,18,260,467,10,53,20,14,12
97,48,195,1,4,0,46,1,287.0,10.0,4568.0,6014.0,832.1335416000001,141,1,18,8,2,17,3954,97,484,192,125,140,512,2795,333,1096,261,323,341,761,99,403,14,4,4,4,18,249,725,9,16,13,13,52,48,145,1,4,1,1,8,99,386,3,14,4,4,19,92,217,3,14,4,4,13,425,805,16,84,32,23,15
98,2,201,1,9,0,72,0,468.0,6.0,3067.0,4426.0,4174.5825,86,1,25,10,2,7,227,5,29,8,5,6,30,2932,345,1156,270,334,354,809,53,409,19,4,3,4,20,457,1532,19,36,26,28,109,2,151,1,9,0,1,10,2,198,1,9,0,1,10,46,223,3,19,4,3,15,480,1070,20,109,40,27,18
99,31,78,1,0,0,17,0,274.0,14.0,4487.0,8784.0,6918.098120999999,315,2,4,5,1,14,2563,63,310,124,78,91,331,1093,134,452,100,121,135,302,82,297,10,4,3,5,15,31,44,1,0,0,2,5,31,64,1,0,0,2,5,31,77,1,0,0,2,5,126,351,5,20,8,6,18,280,490,11,50,20,14,12
100,47,127,1,9,0,72,0,585.0,7.0,6559.0,9493.0,8530.4538,367,2,3,5,3,20,3861,95,479,188,121,138,499,1677,222,702,178,209,211,445,98,342,19,4,3,5,15,502,1483,19,36,26,29,104,47,101,1,9,0,2,5,47,124,1,9,0,2,5,142,387,5,29,8,6,18,296,525,11,59,20,14,12
101,20,120,1,7,1,68,0,165.0,1.0,3582.0,5581.0,4699.4904,282,1,20,9,6,10,1661,41,207,81,50,57,218,1583,212,674,171,200,202,430,71,335,17,5,3,4,19,374,1170,15,29,21,22,86,71,221,3,17,3,4,20,20,117,1,7,1,1,9,64,156,3,17,5,3,14,447,869,18,97,37,24,17
102,7,1,1,6,0,47,0,133.0,5.0,5230.0,7878.0,6647.462208,234,0,31,2,5,2,576,15,76,28,17,20,76,1266,157,524,122,148,155,342,58,228,16,4,3,3,12,310,936,13,24,18,18,68,7,1,1,6,0,0,2,7,1,1,6,0,0,2,6,1,1,6,0,0,1,55,54,3,16,4,3,2
103,32,201,1,9,0,56,0,507.0,16.0,4139.0,5638.0,5368.738752,279,1,33,2,5,10,2676,65,329,128,81,93,338,2962,345,1156,270,334,354,801,83,409,19,4,3,4,12,487,1532,19,36,26,28,101,32,151,1,9,0,1,2,32,198,1,9,0,1,2,76,223,3,19,4,3,7,80,141,3,19,4,3,3
104,23,200,1,3,0,53,0,264.9705573080967,17.0,4627.0,7487.64093892757,5512.304016,201,1,25,10,1,9,1937,47,233,92,58,66,251,2905,343,1140,269,332,351,798,74,408,13,4,3,4,20,173,579,7,12,9,10,43,23,150,1,3,0,1,10,23,197,1,3,0,1,10,67,222,3,13,4,3,15,501,1069,20,103,40,27,18
105,23,98,1,5,0,9,0,259.0,13.0,363.35906107243045,3224.0,2939.186052,343,1,20,9,6,13,1908,47,235,92,58,66,250,1357,165,550,130,156,164,365,74,316,15,4,3,4,19,275,829,11,20,15,16,64,23,80,1,5,0,1,9,23,96,1,5,0,1,9,67,150,3,15,4,3,14,450,865,18,95,36,24,17
106,14,234,1,2,3,17,0,148.0,17.0,247.0,1337.0,941.2558650000001,2,2,3,5,6,13,1203,29,142,59,34,41,151,3446,405,1327,311,392,417,955,65,439,12,7,3,5,15,114,440,5,11,6,8,27,165,360,7,32,9,11,38,14,231,1,2,3,2,5,109,460,5,22,11,6,18,263,592,11,52,23,14,12
107,26,164,1,3,3,1,0,379.0,14.0,6796.0,12106.0,9842.245676999999,220,2,2,5,5,9,2187,53,263,107,66,76,278,2117,276,868,215,263,274,593,77,374,13,7,3,5,15,176,557,7,15,9,11,38,177,352,7,33,9,11,38,26,161,1,3,3,2,5,121,413,5,23,11,6,18,275,550,11,53,23,14,12
108,29,237,0,8,1,61,0,283.0,3.0,2006.0,11705.0,7069.1544,44,1,20,9,2,13,2451,58,298,117,73,84,313,3542,410,1360,315,398,421,975,29,197,8,1,0,1,8,433,1393,16,33,23,25,97,80,247,2,18,3,4,20,29,234,0,8,1,1,9,73,257,2,18,5,3,14,456,941,17,98,37,24,17
109,29,40,0,6,0,91,0,130.0,8.0,3724.0,4529.0,4198.45888,86,1,25,10,5,6,2398,58,296,116,73,84,314,765,85,310,61,77,87,208,29,38,6,0,0,1,9,332,965,12,24,18,19,76,29,34,0,6,0,1,10,29,40,0,6,0,1,10,73,105,2,16,4,3,15,507,996,19,106,40,27,18
110,15,127,1,0,0,76,0,314.0,11.0,7017.0,10671.0,9076.0527,367,2,4,5,0,14,1251,31,150,60,36,44,160,1645,222,693,178,209,211,445,66,342,10,4,3,5,15,15,67,1,0,0,2,5,15,101,1,0,0,2,5,15,124,1,0,0,2,5,110,387,5,20,8,6,18,264,525,11,50,20,14,12
111,48,189,0,1,2,80,0,208.0,14.0,3617.0,5321.0,4577.88665,339,1,9,7,3,7,3948,96,481,194,124,140,511,2592,320,1040,253,310,326,711,48,153,1,2,0,1,7,98,258,2,6,3,4,18,149,317,4,21,6,7,29,48,186,0,1,2,1,7,92,211,2,11,6,3,12,379,729,14,71,30,19,14
112,41,91,1,1,0,5,0,252.0,17.0,4071.0,7530.0,6061.753764,205,2,37,4,5,1,3376,83,411,164,106,121,434,1254,154,510,119,145,153,338,92,309,11,4,3,5,14,91,206,3,4,3,5,15,41,74,1,1,0,2,4,41,90,1,1,0,2,4,136,358,5,21,8,6,17,240,381,9,41,16,11,10
113,23,246,0,1,0,66,0,292.0,17.0,2231.0,3321.0,3041.9928,205,2,0,0,0,19,1954,46,231,92,58,67,241,3695,426,1403,327,413,437,1008,23,204,1,0,0,2,0,73,290,2,4,3,5,11,23,179,0,1,0,2,0,23,243,0,1,0,2,0,118,467,4,21,8,6,16,172,341,6,31,12,9,7
114,18,191,1,7,0,65,0,157.0,7.0,4871.0,6745.0,5909.3793,332,1,33,2,4,6,1521,37,187,72,45,52,189,2616,325,1059,255,313,330,720,69,399,17,4,3,4,12,372,1215,15,28,21,22,79,18,142,1,7,0,1,2,18,188,1,7,0,1,2,62,213,3,17,4,3,7,66,132,3,17,4,3,3
115,11,137,0,4,2,32,0,280.0,10.0,124.0,604.0,642.7491,345,2,4,5,2,14,923,22,114,46,26,33,119,1697,227,715,183,216,216,458,11,107,4,2,0,2,5,212,689,8,18,12,14,49,112,297,4,24,6,8,27,11,134,0,4,2,2,5,106,396,4,24,10,6,18,260,534,10,54,22,14,12
116,16,30,1,7,3,28,0,188.0,7.0,365.0,2127.0,1431.282825,279,1,25,10,2,7,1310,33,167,67,39,46,176,628,73,259,49,62,76,179,67,255,17,7,3,4,20,370,1130,15,31,21,22,87,167,347,7,37,9,10,43,16,30,1,7,3,1,10,60,96,3,17,7,3,15,494,993,20,107,43,27,18
117,12,127,1,3,0,49,0,357.0,17.0,5764.0,7916.0,7162.4947680000005,200,2,1,5,3,0,1013,25,123,48,29,36,130,1642,222,696,178,209,211,445,63,342,13,4,3,5,15,162,537,7,12,9,11,38,12,101,1,3,0,2,5,12,124,1,3,0,2,5,107,387,5,23,8,6,18,261,525,11,53,20,14,12
118,33,0,1,0,0,43,1,342.0,9.0,8648.0,12706.0,1643.7040344,368,2,3,5,6,11,2701,67,330,132,85,97,350,25,1,0,0,1,2,4,84,227,10,4,4,5,15,33,0,1,0,1,2,5,33,0,1,0,1,2,5,84,272,3,10,4,5,16,128,293,5,20,8,7,18,282,443,11,50,20,15,12
119,26,149,0,8,0,68,0,205.0,8.0,1693.0,2929.0,2492.6715,78,1,23,10,1,1,2181,52,268,104,66,75,282,2318,299,960,235,288,299,652,26,119,8,0,0,1,9,430,1337,16,32,23,25,98,26,117,0,8,0,1,10,26,146,0,8,0,1,10,70,174,2,18,4,3,15,504,1039,19,108,40,27,18
120,47,120,0,6,1,57,0,139.0,9.0,2587.0,4660.0,3741.6591359999998,201,1,25,10,1,8,3859,94,476,189,121,137,503,1610,211,673,171,200,202,431,47,94,6,1,0,1,9,350,1004,12,25,18,19,76,98,221,2,16,3,4,21,47,117,0,6,1,1,10,91,156,2,16,5,3,15,525,1025,19,106,41,27,18
121,15,156,1,1,0,38,0,233.0,14.0,2202.0,15805.0,9225.97725,221,2,2,5,4,0,1258,31,151,60,36,44,160,2014,263,831,206,251,259,560,66,367,11,4,3,5,15,65,237,3,4,3,5,16,15,121,1,1,0,2,5,15,153,1,1,0,2,5,110,410,5,21,8,6,18,264,547,11,51,20,14,12
122,40,195,1,5,0,23,0,325.0,9.0,2630.0,5490.64093892757,3526.551525,86,1,25,10,2,6,3323,81,405,160,103,117,429,2787,333,1097,261,322,341,763,91,403,15,4,3,4,20,292,885,11,20,15,16,65,40,145,1,5,0,1,10,40,192,1,5,0,1,10,84,217,3,15,4,3,15,518,1064,20,105,40,27,18
123,24,183,1,6,0,34,0,142.0,5.0,3291.0,8577.0,6063.772575,44,1,20,9,2,11,2013,49,246,96,61,69,260,2457,311,1003,242,299,313,686,75,391,16,4,3,4,19,327,1046,13,24,18,19,75,24,135,1,6,0,1,9,24,180,1,6,0,1,9,68,205,3,16,4,3,14,451,905,18,96,36,24,17
124,16,85,1,0,0,69,1,260.0,7.0,2219.0,6851.0,712.528245,54,2,0,0,1,18,1324,33,160,64,40,47,166,1177,145,484,110,135,146,323,67,303,10,4,4,5,10,16,47,1,0,1,2,0,16,70,1,0,1,2,0,67,321,3,10,4,5,11,111,356,5,20,8,7,16,165,280,7,30,12,10,7
125,39,179,0,4,0,86,0,208.0,11.0,1517.3590610724304,4378.0,3375.7095679999998,257,1,9,7,3,7,3228,78,394,156,100,114,415,2389,303,975,237,293,304,664,39,146,4,0,0,1,7,240,714,8,16,12,13,51,39,133,0,4,0,1,7,39,176,0,4,0,1,7,83,201,2,14,4,3,12,370,720,14,74,28,19,14
126,18,236,1,0,0,70,2,290.0,7.0,2895.0,12275.0,7801.5069,279,1,33,2,3,7,1537,37,180,72,47,52,189,3497,409,1342,314,397,419,962,69,441,10,4,5,4,12,18,134,1,0,2,1,2,18,173,1,0,2,1,2,110,457,5,20,8,7,23,62,256,3,10,4,5,7,66,158,3,10,4,5,3
127,24,17,1,5,0,71,0,284.0,11.0,3354.0,4345.0,4096.3527,285,2,4,5,2,0,1971,49,245,96,61,70,257,380,31,140,21,27,34,91,75,244,15,4,3,5,15,276,789,11,20,15,17,60,24,15,1,5,0,2,5,24,17,1,5,0,2,5,119,309,5,25,8,6,18,273,458,11,55,20,14,12
128,3,231,0,2,1,28,0,122.0,15.0,2745.0,4082.0,3531.76845,279,1,25,10,4,8,314,6,32,13,7,9,41,3385,400,1315,308,388,413,949,3,191,2,1,0,1,9,103,438,4,9,6,7,32,54,245,2,12,3,4,21,3,228,0,2,1,1,10,47,251,2,12,5,3,15,481,1083,19,102,41,27,18
129,2,164,0,5,3,47,0,242.0,6.0,3781.0,13928.0,9043.558416,256,1,9,7,3,7,211,4,25,11,5,6,27,2093,275,870,215,263,273,595,2,132,5,3,0,1,7,254,863,10,23,15,16,62,153,352,6,35,9,10,40,2,161,0,5,3,1,7,46,188,2,15,7,3,12,333,709,14,75,31,19,14
130,37,272,1,2,0,76,0,146.0,16.0,2552.0,6943.0,4852.089,274,2,4,5,1,14,3097,75,372,148,96,109,392,4013,470,1536,359,453,477,1091,88,474,12,4,3,5,15,137,462,5,8,6,8,27,37,198,1,2,0,2,5,37,269,1,2,0,2,5,132,481,5,22,8,6,18,286,611,11,52,20,14,12
131,21,40,0,3,0,82,0,398.0,17.0,3589.0,5164.0,4713.080064,279,1,32,2,0,4,1732,42,213,84,53,60,222,757,85,307,61,77,87,201,21,38,3,0,0,1,2,171,495,6,12,9,10,35,21,34,0,3,0,1,2,21,40,0,3,0,1,2,65,105,2,13,4,3,7,69,71,2,13,4,3,3
132,43,127,0,1,0,7,0,235.0,16.0,5563.0,7986.0,7019.637965999999,221,2,2,5,2,8,3545,86,431,172,110,127,456,1673,221,694,178,209,211,445,43,100,1,0,0,2,5,93,222,2,4,3,5,16,43,101,0,1,0,2,5,43,124,0,1,0,2,5,138,387,4,21,8,6,18,292,525,10,51,20,14,12
133,33,228,1,4,0,97,0,253.0,16.0,838.0,2685.0,1988.270592,44,1,20,9,4,14,2766,67,334,132,84,96,354,3314,395,1294,304,381,408,928,84,433,14,4,3,4,19,234,741,9,16,12,13,53,33,167,1,4,0,1,9,33,225,1,4,0,1,9,77,248,3,14,4,3,14,460,934,18,94,36,24,17
134,45,195,0,5,0,94,0,282.0,9.0,3220.0,4545.0,4107.970944,339,1,9,7,3,7,3726,90,455,180,115,132,480,2792,332,1097,261,322,341,760,45,159,5,0,0,1,7,297,885,10,20,15,16,62,45,145,0,5,0,1,7,45,192,0,5,0,1,7,89,217,2,15,4,3,12,376,735,14,75,28,19,14
135,1,16,0,6,0,78,0,112.0,5.0,3170.0,4319.0,3819.7863,177,2,4,5,2,13,96,2,16,4,2,4,15,327,28,132,20,25,32,88,1,16,6,0,0,2,5,304,950,12,24,18,20,71,1,14,0,6,0,2,5,1,16,0,6,0,2,5,96,308,4,26,8,6,18,250,457,10,56,20,14,12
136,10,56,0,8,1,65,0,267.0,1.0,4224.0,5782.0,5217.795,205,1,25,10,4,7,827,20,108,41,24,30,113,883,99,361,75,90,102,240,10,52,8,1,0,1,9,414,1296,16,33,23,25,98,61,209,2,18,3,4,21,10,56,0,8,1,1,10,54,117,2,18,5,3,15,488,1006,19,108,41,27,18
137,26,40,0,7,0,90,0,130.0,2.0,4431.0,7291.64093892757,5398.200192,3,1,19,9,6,15,2154,52,267,104,66,75,281,762,85,311,61,77,87,207,26,38,7,0,0,1,8,380,1137,14,28,21,22,86,26,34,0,7,0,1,9,26,40,0,7,0,1,9,70,105,2,17,4,3,14,453,851,17,97,36,24,17
138,3,169,0,2,2,86,0,131.0,17.0,7426.0,10131.0,8795.908352,323,2,4,5,2,0,294,6,32,14,7,10,36,2187,288,908,228,277,289,620,3,137,2,2,0,2,5,103,393,4,10,6,8,27,104,309,4,22,6,8,27,3,166,0,2,2,2,5,98,416,4,22,10,6,18,252,552,10,52,22,14,12
139,30,149,1,8,0,18,0,225.0,8.0,2303.0,3486.0,3121.507818,279,1,25,10,4,9,2502,61,308,120,76,87,325,2322,300,960,235,288,299,652,81,361,18,4,3,4,20,434,1337,17,32,23,25,98,30,117,1,8,0,1,10,30,146,1,8,0,1,10,74,174,3,18,4,3,15,508,1039,20,108,40,27,18
140,4,127,1,6,0,97,1,113.0,5.0,4272.0,5930.0,771.214752,332,1,33,2,4,1,362,9,46,16,10,12,44,1634,222,699,178,210,210,442,55,342,16,4,4,4,12,307,1011,13,24,19,19,68,4,101,1,6,1,1,2,55,345,3,16,4,4,13,48,159,3,16,4,4,7,52,95,3,16,4,4,3
141,22,14,1,9,0,46,0,465.0,7.0,1491.0,3778.0,3081.491424,201,1,25,10,1,9,1797,45,229,88,55,63,240,284,25,115,18,21,26,76,73,241,19,4,3,4,20,477,1423,19,36,26,28,109,22,12,1,9,0,1,10,22,14,1,9,0,1,10,66,82,3,19,4,3,15,500,982,20,109,40,27,18
142,10,3,0,2,0,66,0,127.0,6.0,1169.0,2825.0,2103.948,86,1,25,10,2,9,815,20,102,40,24,30,113,38,2,12,2,2,3,13,10,3,2,0,0,1,9,110,311,4,8,6,7,32,10,2,0,2,0,1,10,10,3,0,2,0,1,10,54,71,2,12,4,3,15,488,972,19,102,40,27,18
143,49,247,1,4,0,16,0,263.0,10.0,2847.0,5707.64093892757,3655.024461,195,1,25,10,1,7,4062,99,494,196,126,142,525,3747,429,1416,328,416,438,1022,100,452,14,4,3,4,20,250,756,9,16,12,13,54,49,180,1,4,0,1,10,49,244,1,4,0,1,10,93,266,3,14,4,3,15,527,1094,20,104,40,27,18
144,2,149,0,3,0,19,0,379.0,13.0,2837.0,4190.0,3896.680293,279,1,31,2,6,3,206,4,23,8,5,6,23,2294,299,955,235,288,299,645,2,119,3,0,0,1,2,152,550,6,12,9,10,35,2,117,0,3,0,1,2,2,146,0,3,0,1,2,46,174,2,13,4,3,7,50,105,2,13,4,3,3
145,23,230,1,0,0,2,0,255.0,16.0,5110.0,8108.0,6873.882543000001,186,2,1,5,1,2,1947,47,230,92,58,67,246,3356,399,1303,306,386,412,937,74,435,10,4,3,5,15,23,129,1,0,0,2,5,23,169,1,0,0,2,5,23,227,1,0,0,2,5,118,457,5,20,8,6,18,272,589,11,50,20,14,12
146,2,127,1,7,0,1,0,169.0,10.0,6425.0,8983.0,7879.911929999999,44,1,20,9,2,11,201,5,27,8,5,6,29,1632,222,700,178,209,210,448,53,342,17,4,3,4,19,356,1176,15,28,21,22,86,2,101,1,7,0,1,9,2,124,1,7,0,1,9,46,159,3,17,4,3,14,429,871,18,97,36,24,17
147,13,230,1,3,0,12,0,372.0,11.0,2812.0,8121.0,5843.9255490000005,205,2,43,4,5,10,1129,27,133,52,32,38,140,3346,399,1306,306,386,412,936,64,435,13,4,3,5,14,163,594,7,12,9,11,37,13,169,1,3,0,2,4,13,227,1,3,0,2,4,108,457,5,23,8,6,17,212,429,9,43,16,11,10
148,13,191,1,4,0,94,0,250.0,10.0,5692.0,8117.0,7058.27584,257,1,19,9,5,16,1114,27,134,52,32,37,144,2611,325,1056,255,313,330,727,64,399,14,4,3,4,19,214,721,9,16,12,13,53,13,142,1,4,0,1,9,13,188,1,4,0,1,9,57,213,3,14,4,3,14,440,909,18,94,36,24,17
149,3,245,0,4,2,89,0,265.0,14.0,1419.0,4248.0,3057.794432,44,1,20,9,3,14,323,6,34,14,7,9,40,3641,424,1396,326,411,433,1006,3,203,4,2,0,1,8,204,754,8,18,12,13,53,104,336,4,24,6,7,31,3,242,0,4,2,1,9,47,264,2,14,6,3,14,430,947,17,94,38,24,17
150,15,141,1,6,2,5,0,147.0,9.0,786.0,1934.0,1508.069178,44,1,20,9,4,13,1252,31,156,62,36,43,164,1744,235,738,188,221,225,481,66,354,16,6,3,4,19,318,1019,13,26,18,19,75,116,299,5,26,6,7,31,15,138,1,6,2,1,9,59,166,3,16,6,3,14,442,877,18,96,38,24,17
151,20,231,1,0,0,86,0,273.0,15.0,5497.0,7865.0,6863.738112000001,177,1,20,9,0,15,1701,41,200,80,50,57,218,3402,401,1313,307,388,413,948,71,436,10,4,3,4,19,20,130,1,0,0,1,9,20,170,1,0,0,1,9,20,228,1,0,0,1,9,64,251,3,10,4,3,14,447,937,18,90,36,24,17
152,46,200,1,4,0,84,0,217.0,15.0,5801.0,7990.0,7020.271104,219,1,34,2,3,19,3806,93,464,184,118,134,486,2926,343,1141,269,332,351,793,97,408,14,4,3,4,12,247,730,9,16,12,13,46,46,150,1,4,0,1,2,46,197,1,4,0,1,2,90,222,3,14,4,3,7,94,140,3,14,4,3,3
153,2,264,1,1,3,12,0,297.0,14.0,5031.0,13343.0,9495.910314,339,1,9,7,1,9,241,5,21,11,5,6,27,4064,476,1561,363,459,482,1105,53,467,11,7,3,4,17,52,299,3,7,3,4,18,153,362,7,31,9,10,40,2,261,1,1,3,1,7,46,282,3,11,7,3,12,333,773,15,71,31,19,14
